timestamp,wind_speed_ms,power_kw,power_ma24,power_hw_fit
2024-10-01 00:00:00,7.605557084248829,293.9139331034622,293.9139331034622,152.54904584655822
2024-10-01 01:00:00,7.966616517586045,590.8296266000142,442.3717798517382,727.2950149727787
2024-10-01 02:00:00,9.3346796250659,1014.7399360326515,633.161165245376,556.2743135328575
2024-10-01 03:00:00,7.080906165824514,186.44660195457857,521.4825244226766,515.4387549340224
2024-10-01 04:00:00,8.442781900048212,713.1614602482367,559.8183115877886,593.0126555697902
2024-10-01 05:00:00,7.807401235657705,508.66984997696505,551.2935679859847,816.1923583811136
2024-10-01 06:00:00,9.26103015333088,1016.6468572208888,617.7726093052568,793.6142955194963
2024-10-01 07:00:00,10.948195343992094,1946.2320464280479,783.8300389456056,1925.527625891129
2024-10-01 08:00:00,8.000621961569383,410.8882537249863,742.3920628099812,446.9427378915804
2024-10-01 09:00:00,7.491242249680912,413.5027713365391,709.5031336626371,670.2999997933463
2024-10-01 10:00:00,8.791130878603756,974.2639424594192,733.5722980987082,1080.1640074108736
2024-10-01 11:00:00,8.06242983753042,552.4217936992509,718.4764227320867,339.33062870952926
2024-10-01 12:00:00,7.1684427005357065,319.5341320561619,687.788554218554,308.72789470029045
2024-10-01 13:00:00,5.467573058648995,106.23281124433824,646.2488582918243,157.89134058957154
2024-10-01 14:00:00,6.668024453625666,133.7374034051626,612.0814279660468,96.09608544148483
2024-10-01 15:00:00,6.641642798630564,284.2310494312224,591.5907793076203,129.2270183952026
2024-10-01 16:00:00,3.265389008911495,0.0,556.7913217012897,110.34611988276947
2024-10-01 17:00:00,4.396346404291178,13.008010926683124,526.5811377693672,153.81187035077448
2024-10-01 18:00:00,3.874952153394542,0.0,498.8663410446636,73.51299125041368
2024-10-01 19:00:00,3.469182162261343,0.0,473.92302399243044,153.15866858705232
2024-10-01 20:00:00,2.522548470398779,0.0,451.35526094517184,61.656245897073745
2024-10-01 21:00:00,5.931482283612558,29.564510976571896,432.1829541284173,97.28979896665305
2024-10-01 22:00:00,5.700625682541087,48.21879770983138,415.48886037108747,346.19715301478703
2024-10-01 23:00:00,7.704386110415564,547.8751501890555,421.0049557801695,273.05787075069526
2024-10-02 00:00:00,7.25576852043825,338.9964226731414,422.8833928455728,164.626175370145
2024-10-02 01:00:00,7.258743552316038,272.60407758042015,409.6239949697563,728.691857506357
2024-10-02 02:00:00,4.247222290332456,39.04680649914024,368.9701145725267,579.7788192554209
2024-10-02 03:00:00,7.629396041185129,362.363533971625,376.29998673990366,505.38760659809975
2024-10-02 04:00:00,8.683381166137673,842.7341254023637,381.69884778799224,600.9250041467374
2024-10-02 05:00:00,9.126756849969766,1007.5217572823669,402.4843439257174,807.869959686509
2024-10-02 06:00:00,6.730597999030888,184.7639744728358,367.82255714454845,807.3827007710246
2024-10-02 07:00:00,8.453413237568546,662.8245655274709,314.34724544035777,1928.8946492618782
2024-10-02 08:00:00,7.296911688922069,331.4097087841625,311.0356394011568,444.21855668421523
2024-10-02 09:00:00,7.229339055928974,231.0888891015847,303.4350609747003,658.7557404480357
2024-10-02 10:00:00,9.620589161002023,1103.3904538030058,308.8153322806831,1073.929350137651
2024-10-02 11:00:00,6.336437161335879,141.45005486953738,291.69150982944507,345.84528673004826
2024-10-02 12:00:00,7.41168064852713,282.14016901748073,290.13342803616666,306.1115838260408
2024-10-02 13:00:00,8.160504461995217,562.8404625081905,309.1587468388272,152.7152071348168
2024-10-02 14:00:00,5.157279915076421,107.12284368649678,308.04980685054943,95.74072253223687
2024-10-02 15:00:00,5.451773871138919,42.723386005638986,297.9869875411501,133.31576066811863
2024-10-02 16:00:00,5.468045541658921,107.08694776975406,302.4489436982232,103.37527997935376
2024-10-02 17:00:00,5.199080901950089,180.79383628810552,309.44001975494916,145.9720254145643
2024-10-02 18:00:00,3.19853589419617,0.0,309.44001975494916,68.78160057379131
2024-10-02 19:00:00,5.2193380489304895,156.9378576663703,315.9790971577146,145.32405642949544
2024-10-02 20:00:00,7.344023384108587,272.36080894222755,327.32746419697406,57.83806199861084
2024-10-02 21:00:00,3.303768163181348,0.0,326.0956095729502,94.04069266255107
2024-10-02 22:00:00,9.205699197859618,997.3338119281757,365.64206849871454,333.9142124611083
2024-10-02 23:00:00,7.167790719166744,285.1893304390916,354.69682600913274,285.8597721025202
2024-10-03 00:00:00,6.079072081575497,5.131213009596507,340.78577560648506,172.68695460061753
2024-10-03 01:00:00,10.560400183960285,1879.291772442929,407.7310962257563,711.2530556546653
2024-10-03 02:00:00,9.18638642222569,1041.089592556602,449.48287897815044,563.9248758052784
